ID,tipo,PRO_COM,NOME_COM,NOME_PRO,NOME_REG,stato,Categoria,Sottocategoria,Ente destinatario,Dettaglio bene,Decreto destinazione,SourcePageURL
1960,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1961,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1962,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1963,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1964,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1965,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1966,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1967,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1968,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/307-308.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1969,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1970,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1971,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/310.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1972,bene immobile,73012,Manduria,TARANTO,PUGLIA,Destinati consegnati,Terreno,Terreno edificabile,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=81&comune=6661&tipo=0&stato=2
1973,bene immobile,80008,Benestare,REGGIO DI CALABRIA,CALABRIA,Destinati non consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7169&tipo=0&stato=3
1974,bene immobile,65088,Pagani,SALERNO,CAMPANIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6467&tipo=0&stato=1
1975,bene immobile,80008,Benestare,REGGIO DI CALABRIA,CALABRIA,In gestione,Terreno,Terreno agricolo,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=18&provincia=88&comune=7169&tipo=0&stato=1
1976,bene immobile,18160,Torrevecchia Pia,PAVIA,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=16&comune=2463&tipo=0&stato=1
1977,bene immobile,18160,Torrevecchia Pia,PAVIA,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=16&comune=2463&tipo=0&stato=1
1978,bene immobile,18160,Torrevecchia Pia,PAVIA,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=16&comune=2463&tipo=0&stato=1
1979,bene immobile,18160,Torrevecchia Pia,PAVIA,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=16&comune=2463&tipo=0&stato=1
1980,bene immobile,18160,Torrevecchia Pia,PAVIA,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=16&comune=2463&tipo=0&stato=1
1981,bene immobile,18160,Torrevecchia Pia,PAVIA,LOMBARDIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=16&comune=2463&tipo=0&stato=1
1982,bene immobile,65088,Pagani,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6467&tipo=0&stato=2
1983,bene immobile,65088,Pagani,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6467&tipo=0&stato=2
1984,bene immobile,65088,Pagani,SALERNO,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6467&tipo=0&stato=2
1985,bene immobile,61085,San Tammaro,CASERTA,CAMPANIA,Destinati non consegnati,Terreno,Terreno agricolo,Ministeri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6071&tipo=0&stato=3
1986,bene immobile,15173,Pieve Emanuele,MILANO,LOMBARDIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1794&tipo=0&stato=4
1987,bene immobile,15173,Pieve Emanuele,MILANO,LOMBARDIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1794&tipo=0&stato=4
1988,bene immobile,99002,Cattolica,RIMINI,EMILIA-ROMAGNA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Guardia di Finanza,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=8&provincia=46&comune=4525&tipo=0&stato=3
1989,bene immobile,99002,Cattolica,RIMINI,EMILIA-ROMAGNA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Guardia di Finanza,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=8&provincia=46&comune=4525&tipo=0&stato=3
1990,bene immobile,71010,Carapelle,FOGGIA,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=79&comune=6547&tipo=0&stato=1
1991,bene immobile,71010,Carapelle,FOGGIA,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=79&comune=6547&tipo=0&stato=1
1992,bene immobile,108018,Ceriano Laghetto,MONZA E DELLA BRIANZA,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1717&tipo=0&stato=2
1993,bene immobile,15177,Pozzo d'Adda,MILANO,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1797&tipo=0&stato=2
1994,bene immobile,15177,Pozzo d'Adda,MILANO,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=13&comune=1797&tipo=0&stato=2
1995,bene immobile,23071,San Giovanni Lupatoto,VERONA,VENETO,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=5&provincia=23&comune=3239&tipo=0&stato=2
1996,bene immobile,23071,San Giovanni Lupatoto,VERONA,VENETO,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=5&provincia=23&comune=3239&tipo=0&stato=2
1997,bene immobile,23071,San Giovanni Lupatoto,VERONA,VENETO,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=5&provincia=23&comune=3239&tipo=0&stato=2
1998,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,In gestione,Terreno,Terreno con fabbricato rurale,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=1
1999,bene immobile,72020,Corato,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6621&tipo=0&stato=2
2000,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Villa,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2001,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2002,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2003,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2004,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2005,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2006,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2007,bene immobile,61060,Pignataro Maggiore,CASERTA,CAMPANIA,Destinati consegnati,Terreno,Terreno con fabbricato rurale,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=74&comune=6046&tipo=0&stato=2
2008,bene immobile,65099,Pontecagnano Faiano,SALERNO,CAMPANIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&id=65&Itemid=27&stato=1&tipo=0&page=1&id_bene=242282,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/2013_0008052.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6478&tipo=0&stato=1
2009,bene immobile,65099,Pontecagnano Faiano,SALERNO,CAMPANIA,In gestione,Unità immobiliare a destinazione commerciale e industriale,"Albergo, Pensione",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=78&comune=6478&tipo=0&stato=1
2010,bene immobile,72048,Valenzano,BARI,PUGLIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=2
2011,bene immobile,72048,Valenzano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=2
2012,bene immobile,72048,Valenzano,BARI,PUGLIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=2
2013,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=2
2014,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=2
2015,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=2
2016,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=2
2017,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Destinati consegnati,Terreno,Terreno edificabile,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=2
2018,bene immobile,72048,Valenzano,BARI,PUGLIA,Destinati non consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/576.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=3
2019,bene immobile,72048,Valenzano,BARI,PUGLIA,Destinati non consegnati,Terreno,Terreno agricolo,Comuni,no data,http://www.benisequestraticonfiscati.it/Joomla/images/pdf/provvedimenti/576.pdf,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=3
2020,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=4
2021,bene immobile,108023,Desio,MONZA E DELLA BRIANZA,LOMBARDIA,Usciti dalla gestione,Unità immobiliare per uso di abitazione e assimilabile,"Box, garage, autorimessa, posto auto",no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=3&provincia=109&comune=1740&tipo=0&stato=4
2022,bene immobile,84018,Grotte,AGRIGENTO,SICILIA,Destinati consegnati,Unità immobiliare a destinazione commerciale e industriale,Altro,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7567&tipo=0&stato=2
2023,bene immobile,84018,Grotte,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7567&tipo=0&stato=2
2024,bene immobile,84018,Grotte,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7567&tipo=0&stato=2
2025,bene immobile,84018,Grotte,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7567&tipo=0&stato=2
2026,bene immobile,84018,Grotte,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7567&tipo=0&stato=2
2027,bene immobile,84018,Grotte,AGRIGENTO,SICILIA,Destinati consegnati,Terreno,Terreno agricolo,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=19&provincia=94&comune=7567&tipo=0&stato=2
2028,bene immobile,72048,Valenzano,BARI,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=1
2029,bene immobile,72048,Valenzano,BARI,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=1
2030,bene immobile,72048,Valenzano,BARI,PUGLIA,In gestione,Unità immobiliare per uso di abitazione e assimilabile,Altro,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=1
2031,bene immobile,72048,Valenzano,BARI,PUGLIA,In gestione,Terreno,Terreno edificabile,no data,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=16&provincia=80&comune=6649&tipo=0&stato=1
2032,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2033,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2034,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2035,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2036,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2037,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2038,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2039,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Comuni,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2040,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2041,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
2042,bene immobile,63073,Sant'Antimo,NAPOLI,CAMPANIA,Destinati consegnati,Unità immobiliare per uso di abitazione e assimilabile,Appartamento in condominio,Carabinieri,no data,no data,http://www.benisequestraticonfiscati.it/Joomla/index.php?option=com_content&view=article&button1=Cerca&id=512&Itemid=27&regione=15&provincia=76&comune=6241&tipo=0&stato=2
